no,type,Word,Sub_Type,Type2,Type3,wildcard,Comment,sort,multiword,duplicate,regex_matches,word_copy,word_en
130,,prinzipienlos(.*),zzz_none,conflictive,anti-elitism,regex,,prinzipienlos,FALSE,FALSE,12,prinzipienlos(.*),unprincipled(.*)
131,,propagand(.*),zzz_none,conflictive,anti-elitism,regex,,propagand,FALSE,FALSE,447,propagand(.*),propaganda(.*)
132,,pseudo(-)?(.*)partei(en)?,pseudo-eliten,conflictive,anti-elitism,regex,,pseudoparteien,FALSE,FALSE,5,pseudo(-)?(.*)partei(en)?,pseudo(-)?(.*)party(s)?
133,,raubritter(.*),zzz_none,conflictive,anti-elitism,regex,,raubritter,FALSE,FALSE,15,raubritter(.*),robber baron(.*)
134,substantive,realitÃ¤tsferne,zzz_none,conflictive,anti-elitism,none,,realitÃ¤tsferne,FALSE,FALSE,28,realitÃ¤tsferne,unrealistic
135,adjective,realitÃ¤tsfern(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,,realitÃ¤tsferneeresenem,TRUE,FALSE,69,realitÃ¤tsfern(e|er|es|en|em)?,unrealistic?
136,adjective,realitÃ¤tsfremd(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,,realitÃ¤tsfremdeeresenem,TRUE,FALSE,68,realitÃ¤tsfremd(e|er|es|en|em)?,unrealistic?
137,,rechtschaffen(e|er|en|em) bÃ¼rger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,regex,,rechtschaffeneerenembÃ¼rgersninnenin,TRUE,FALSE,9,rechtschaffen(e|er|en|em) bÃ¼rger(s|n|innen|in)?,righteous citizen(s)?
138,,rÃ¼ckgratlos(.*),zzz_none,conflictive,anti-elitism,regex,,rÃ¼ckgratlos,FALSE,FALSE,39,rÃ¼ckgratlos(.*),spineless(.*)
139,,sagen dÃ¼rfen,zzz_none,advocative,sovereignty,none,,sagendÃ¼rfen,TRUE,FALSE,15,sagen dÃ¼rfen,may say
140,,schÃ¤m(t|en),zzz_none,conflictive,anti-elitism,regex,,schÃ¤mten,FALSE,FALSE,159,schÃ¤m(t|en),ashamed
141,substantive,schande,zzz_none,conflictive,anti-elitism,none,,schande,FALSE,FALSE,488,schande,shame
142,,schickeria,zzz_none,conflictive,anti-elitism,none,,schickeria,FALSE,FALSE,7,schickeria,chic
143,,schreiberling(.*),zzz_none,conflictive,anti-elitism,regex,,schreiberling,FALSE,FALSE,6,schreiberling(.*),scribe(.*)
144,,schweigend(e|er|en) mehrheit,schweigende mehrheit,advocative,people-centrism,regex,,schweigendeerenmehrheit,TRUE,FALSE,11,schweigend(e|er|en) mehrheit,silent majority
145,,schweizer tradition(en)?,zzz_none,advocative,people-centrism,regex,,schweizertraditionen,TRUE,FALSE,9,schweizer tradition(en)?,Swiss tradition(s)?
146,adjective,selbstgefÃ¤llig(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,,selbstgefÃ¤lligeeresenem,FALSE,FALSE,14,selbstgefÃ¤llig(e|er|es|en|em)?,complacent?
147,,selbstherrlich(.*),diktatorische eliten,conflictive,sovereignty,regex,,selbstherrlich,FALSE,FALSE,66,selbstherrlich(.*),autocratic(.*)
148,adjective,selbstzufrieden(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,selbstzufriedeneeresenem,FALSE,FALSE,6,selbstzufrieden(e|er|es|en|em)?,complacent?
149,,sich (.* )?bÃ¼rger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en),menschen wehren sich,advocative,people-centrism,regex,,sichbÃ¼rgerinneninwehrwidersetzverteidigten,TRUE,FALSE,4,sich (.* )?bÃ¼rger(innen|in)? (.* )?(wehr|widersetz|verteidig)(t|en),oneself (.* )?citizens? (.* )?(defend|resist|defend)(t|en)
150,,so(-)?genannt(e|er|en) ([^[:space:]]*)medien,pseudo-eliten,conflictive,anti-elitism,regex,,sogenannteeren[^[:space:]]medien,TRUE,FALSE,4,so(-)?genannt(e|er|en) ([^[:space:]]*)medien,so(-)?called(e|er|en) ([^[:space:]]*)media
151,,so(-| )?genannt(e|er|es|en|em)?,pseudo-eliten,conflictive,anti-elitism,regex,,sogenannteeresenem,TRUE,FALSE,1672,so(-| )?genannt(e|er|es|en|em)?,so(-| )?called(e|he|es|en|em)?
152,actor elite,spekulant(en|in|innen)?,zzz_none,conflictive,anti-elitism,regex,,spekulantenininnen,FALSE,FALSE,170,spekulant(en|in|innen)?,speculator(s)?
153,,staatsversagen(s)?,zzz_none,conflictive,anti-elitism,none,,staatsversagens,FALSE,FALSE,117,staatsversagen(s)?,state failure(s)?
154,,standhaft(e|er|es|en|em)?,ehrliche menschen,advocative,people-centrism,regex,not useful?,standhafteeresenem,FALSE,FALSE,69,standhaft(e|er|es|en|em)?,steadfast?
155,,steuerzahlend(e|er|en|em) bÃ¼rger(s|n|innen|in)?,arbeitende menschen,advocative,people-centrism,regex,,steuerzahlendeerenembÃ¼rgersninnenin,TRUE,FALSE,7,steuerzahlend(e|er|en|em) bÃ¼rger(s|n|innen|in)?,tax-paying citizen(s)?
156,,steuerzahler(innen|in)? (.* )?(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen),volkswille,advocative,sovereignty,regex,,steuerzahlerinneninwolleneinfordernmÃ¶chtenmÃ¶genverlangenbeanspruchenwÃ¼nschen,TRUE,FALSE,9,steuerzahler(innen|in)? (.* )?(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen),taxpayer(s)? (.* )?(want|(a)?demand|would like|like|require|claim|desire)
157,,stimmvieh,zzz_none,conflictive,anti-elitism,none,,stimmvieh,FALSE,FALSE,6,stimmvieh,voting cattle
158,actor elite,strippenzieher(s|n|in|innen)?,zzz_none,conflictive,anti-elitism,regex,,strippenziehersnininnen,FALSE,FALSE,7,,puppet master(s|n|in|inside)?
159,,system(-)?partei(en)?,zzz_none,conflictive,anti-elitism,regex,,systemparteien,FALSE,FALSE,21,system(-)?partei(en)?,system(-)?party(s)?
160,verb,tÃ¤usch(t|en),zzz_none,conflictive,anti-elitism,none,old term,tÃ¤uschten,FALSE,FALSE,181,tÃ¤usch(t|en),deceive
161,,tÃ¤uschung,zzz_none,conflictive,anti-elitism,none,,tÃ¤uschung,FALSE,FALSE,62,tÃ¤uschung,illusion
162,,technokrat(.*),zzz_none,conflictive,anti-elitism,regex,,technokrat,FALSE,FALSE,60,technokrat(.*),technocrat(.*)
163,,teil des systems,zzz_none,conflictive,anti-elitism,none,,teildessystems,TRUE,FALSE,7,teil des systems,part of the system
164,,tradition(en)?,zzz_none,advocative,people-centrism,regex,,traditionen,FALSE,FALSE,777,tradition(en)?,tradition(s)?
165,verb,tricks(t|en),unaufrichtige eliten,conflictive,anti-elitism,regex,,tricksten,FALSE,FALSE,83,tricks(t|en),tricks
166,adjective,Ã¼berheblich(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,,Ã¼berheblicheeresenem,FALSE,FALSE,32,Ã¼berheblich(e|er|es|en|em)?,arrogant?
167,,undemokratisch(e|er|es|en|em)?,diktatorische eliten,conflictive,sovereignty,regex,,undemokratischeeresenem,TRUE,FALSE,268,undemokratisch(e|er|es|en|em)?,undemocratic?
168,,unehrlich(.*),zzz_none,conflictive,anti-elitism,regex,unehrlich as an adjective is included,unehrlich,FALSE,FALSE,92,unehrlich(.*),dishonest(.*)
169,,unehrlich(e|er|es|en|em)?,unaufrichtige eliten,conflictive,anti-elitism,regex,,unehrlicheeresenem,TRUE,FALSE,74,unehrlich(e|er|es|en|em)?,dishonest?
170,,unmut,zzz_none,conflictive,anti-elitism,none,,unmut,FALSE,FALSE,94,unmut,displeasure
171,,uns(er(e|er|en))? bÃ¼rger(n|innen)?,unsere leute,advocative,people-centrism,regex,,unsereerenbÃ¼rgerninnen,TRUE,FALSE,258,uns(er(e|er|en))? bÃ¼rger(n|innen)?,us(him|her|ours)? citizens(|in)?
172,,uns(er(e|er|en))? steuerzahler(n|innen)?,unsere leute,advocative,people-centrism,regex,,unsereerensteuerzahlerninnen,TRUE,FALSE,33,uns(er(e|er|en))? steuerzahler(n|innen)?,us(he(s))? taxpayers?
173,,unters volk,zzz_none,advocative,people-centrism,none,,untersvolk,TRUE,FALSE,11,unters volk,among the people
174,substantive,unverfrorenheit,zzz_none,conflictive,anti-elitism,none,,unverfrorenheit,FALSE,FALSE,13,unverfrorenheit,impudence
175,adjective,unverschÃ¤mt(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,unverschÃ¤mteeresenem,FALSE,FALSE,140,unverschÃ¤mt(e|er|es|en|em)?,impudent?
176,verb,verhÃ¶hn(t|en)?,zzz_none,conflictive,anti-elitism,regex,,verhÃ¶hnten,FALSE,FALSE,107,verhÃ¶hn(t|en)?,mocked?
177,,verkrustet(e|er|es|en|em)?,unbewegliche eliten,conflictive,anti-elitism,regex,,verkrusteteeresenem,FALSE,FALSE,53,verkrustet(e|er|es|en|em)?,crusted?
178,,verlogen(e|er|es|en|em)?,unaufrichtige eliten,conflictive,anti-elitism,regex,,verlogeneeresenem,TRUE,FALSE,94,verlogen(e|er|es|en|em)?,deceitful?
179,adjective,versagend(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,versagendeeresenem,FALSE,FALSE,9,versagend(e|er|es|en|em)?,failing?
180,substantive,vetter(n|li|les)wirtschaft,zzz_none,conflictive,anti-elitism,regex,,vetternlileswirtschaft,FALSE,FALSE,46,vetter(n|li|les)wirtschaft,cousin(s|li|les) economy
181,,volk (ab)?stimm(t|en),direkte demokratie,advocative,sovereignty,regex,,volkabstimmten,TRUE,FALSE,4,volk (ab)?stimm(t|en),people (vote)?
182,,volksabstimmung(en)?,direkte demokratie,advocative,sovereignty,regex,,volksabstimmungen,FALSE,FALSE,628,volksabstimmung(en)?,referendum(s)?
183,,volksauftr(a|Ã¤)g(s|e|en)?,direkte demokratie,advocative,sovereignty,regex,,volksauftraÃ¤gseen,FALSE,FALSE,10,volksauftr(a|Ã¤)g(s|e|en)?,popular mandates?
184,,volksentscheid(s|e|en)?,direkte demokratie,advocative,sovereignty,regex,,volksentscheidseen,FALSE,FALSE,377,volksentscheid(s|e|en)?,referendum(s)?
185,,volksnÃ¤he,zzz_none,advocative,people-centrism,none,check,volksnÃ¤he,FALSE,FALSE,14,volksnÃ¤he,close to the people
186,,volkssouverÃ¤nitÃ¤t,zzz_none,advocative,sovereignty,none,,volkssouverÃ¤nitÃ¤t,FALSE,FALSE,6,volkssouverÃ¤nitÃ¤t,popular sovereignty
187,,volksverr(a|Ã¤)t(.*),zzz_none,conflictive,anti-elitism,regex,,volksverraÃ¤t,FALSE,FALSE,13,volksverr(a|Ã¤)t(.*),treason(.*)
188,,volkswille(n|ns)?,volkswille,advocative,sovereignty,regex,,volkswillenns,FALSE,FALSE,133,volkswille(n|ns)?,will of the people?
189,,volk (.* )?(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht),volkswille,advocative,sovereignty,regex,,volkwilleinfordertmÃ¶chtemagverlangtbeanspruchtwÃ¼nscht,TRUE,FALSE,46,volk (.* )?(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht),people (.* )?(want|(a)?demands|wants|likes|requires|claims|wishes)
190,,von oben herab,zzz_none,conflictive,anti-elitism,none,,vonobenherab,TRUE,FALSE,23,von oben herab,from above
191,,wÃ¤hler(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),menschen reicht es,advocative,people-centrism,regex,,wÃ¤hlerinnenindienasedieschnauzesattgenugdickehabenhat,TRUE,FALSE,5,wÃ¤hler(innen|in)? (.* )?(die nase|die schnauze|satt|genug|dicke)( .*)? (haben|hat),voters? (.* )?(the nose|the snout|fed up|enough|thick)( .*)? (have|has)
192,,wÃ¤hler(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),menschen reicht es,advocative,people-centrism,regex,,wÃ¤hlerinneninhabenhatdienasedieschnauzesattgenugdicke,TRUE,FALSE,4,wÃ¤hler(innen|in)? (haben|hat) (.* )?(die nase|die schnauze|satt|genug|dicke),voters? (have|has) (.* )?(the nose|the snout|fed up|enough|thick)
193,,wÃ¤hlertÃ¤uschung,zzz_none,conflictive,anti-elitism,none,check,wÃ¤hlertÃ¤uschung,FALSE,FALSE,55,wÃ¤hlertÃ¤uschung,voter deception
194,,wahlvieh,zzz_none,conflictive,anti-elitism,none,,wahlvieh,FALSE,FALSE,4,wahlvieh,voting cattle
195,adjective,wahnwitzig(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,wahnwitzigeeresenem,FALSE,FALSE,31,wahnwitzig(e|er|es|en|em)?,insane?
196,,wei(ÃŸ|ss) (.* )?bevÃ¶lkerung,common sense,advocative,people-centrism,regex,,weiÃŸssbevÃ¶lkerung,TRUE,FALSE,4,wei(ÃŸ|ss) (.* )?bevÃ¶lkerung,white(ss) (.* )?population
197,adjective,weltfremd(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,weltfremdeeresenem,FALSE,FALSE,110,weltfremd(e|er|es|en|em)?,unrealistic?
198,,wendeh(a|Ã¤)ls(e)?,zzz_none,conflictive,anti-elitism,regex,,wendehaÃ¤lse,FALSE,FALSE,25,wendeh(a|Ã¤)ls(e)?,turnaround(s)?
199,,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?allgemeinheit,volkswille,advocative,sovereignty,regex,,willeinfordertmÃ¶chtemagverlangtbeanspruchtwÃ¼nschtallgemeinheit,TRUE,FALSE,8,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?allgemeinheit,(want|(a)?demands|wants|likes|requires|claims|desires) (.* )?general
200,,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?bevÃ¶lkerung,volkswille,advocative,sovereignty,regex,,willeinfordertmÃ¶chtemagverlangtbeanspruchtwÃ¼nschtbevÃ¶lkerung,TRUE,FALSE,63,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?bevÃ¶lkerung,(want|(a)?demands|wants|likes|requires|claims|desires) (.* )?population
201,,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?bÃ¼rger(innen|in)?,volkswille,advocative,sovereignty,regex,,willeinfordertmÃ¶chtemagverlangtbeanspruchtwÃ¼nschtbÃ¼rgerinnenin,TRUE,FALSE,176,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?bÃ¼rger(innen|in)?,(wants|(a)?demands|would like|likes|requires|claims|wishes) (.* )?citizen(s)?
202,,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?volk,volkswille,advocative,sovereignty,regex,,willeinfordertmÃ¶chtemagverlangtbeanspruchtwÃ¼nschtvolk,TRUE,FALSE,38,(will|(ein)?fordert|mÃ¶chte|mag|verlangt|beansprucht|wÃ¼nscht) (.* )?volk,(want|(a)?demands|wants|likes|requires|claims|wishes) (.* )?people
203,,wir (als )?bÃ¼rger(innen)?,unsere leute,advocative,people-centrism,regex,,wiralsbÃ¼rgerinnen,TRUE,FALSE,101,wir (als )?bÃ¼rger(innen)?,we (as) ?citizens?
204,,wir (als )?steuerzahler(innen)?,unsere leute,advocative,people-centrism,regex,,wiralssteuerzahlerinnen,TRUE,FALSE,10,wir (als )?steuerzahler(innen)?,we (as) ?taxpayers?
205,,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?arbeiter(innen)?,volkswille,advocative,sovereignty,regex,,wolleneinfordernmÃ¶chtenmÃ¶genverlangenbeanspruchenwÃ¼nschenarbeiterinnen,TRUE,FALSE,6,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?arbeiter(innen)?,(want|(a)?demand|would like|like|require|claim|desire) (.* )?workers?
206,,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?bÃ¼rger(innen)?,volkswille,advocative,sovereignty,regex,,wolleneinfordernmÃ¶chtenmÃ¶genverlangenbeanspruchenwÃ¼nschenbÃ¼rgerinnen,TRUE,FALSE,234,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?bÃ¼rger(innen)?,(want|(a)?demand|would like|like|require|claim|desire) (.* )?citizens?
207,,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?steuerzahler(innen)?,volkswille,advocative,sovereignty,regex,,wolleneinfordernmÃ¶chtenmÃ¶genverlangenbeanspruchenwÃ¼nschensteuerzahlerinnen,TRUE,FALSE,26,(wollen|(ein)?fordern|mÃ¶chten|mÃ¶gen|verlangen|beanspruchen|wÃ¼nschen) (.* )?steuerzahler(innen)?,(want|(a)?demand|would like|like|require|claim|desire) (.* )?taxpayers?
208,,(wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen) (der|einer|unserer) bevÃ¶lkerung,volkswille,advocative,sovereignty,regex,,wunschwÃ¼nscheanliegenansuchenverlangendereinerunsererbevÃ¶lkerung,TRUE,FALSE,18,(wunsch|wÃ¼nsche|anliegen|ansuchen|verlangen) (der|einer|unserer) bevÃ¶lkerung,(wish|desires|request|request) (of|one of|our) population
209,,wut de(s|r) bÃ¼rger(s|innen|in)?,Ã¤rger der menschen,conflictive,anti-elitism,regex,,wutdesrbÃ¼rgersinnenin,TRUE,FALSE,6,wut de(s|r) bÃ¼rger(s|innen|in)?,anger of the citizens?
210,actor elite,zentralist(en|in|innen)?,zzz_none,conflictive,anti-elitism,regex,,zentralistenininnen,FALSE,FALSE,20,zentralist(en|in|innen)?,centralist(s)?
211,adjective,zentralistisch(e|er|es|en|em)?,zzz_none,conflictive,anti-elitism,regex,,zentralistischeeresenem,FALSE,FALSE,105,zentralistisch(e|er|es|en|em)?,centralistic?
212,,zugeben,zzz_none,conflictive,anti-elitism,none,,zugeben,FALSE,FALSE,107,zugeben,admit
213,,zu( )?lasten de(s|r) deutsche(n|r),auf kosten der menschen,conflictive,anti-elitism,regex,,zulastendesrdeutschenr,TRUE,FALSE,21,zu( )?lasten de(s|r) deutsche(n|r),at the expense of the Germans
214,,zu( )?lasten de(s|r) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),auf kosten der menschen,conflictive,anti-elitism,regex,never appeared term,zulastendesrÃ¶sterreichererserinnenerinischerischen,TRUE,FALSE,4,zu( )?lasten de(s|r) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),at the expense of the Austrians
215,,zu( )?lasten de(s|r) steuerzahler(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,regex,,zulastendesrsteuerzahlersinnenin,TRUE,FALSE,21,zu( )?lasten de(s|r) steuerzahler(s|innen|in)?,at the expense of the taxpayer?
216,,zum schaden de(s|r),auf kosten der menschen,conflictive,anti-elitism,regex,,zumschadendesr,TRUE,FALSE,40,zum schaden de(s|r),to the detriment of
217,,zum schaden de(s|r) bÃ¼rger(s|innen|in)?,auf kosten der menschen,conflictive,anti-elitism,regex,,zumschadendesrbÃ¼rgersinnenin,TRUE,FALSE,5,zum schaden de(s|r) bÃ¼rger(s|innen|in)?,to the detriment of the citizens?
218,,(a|Ã¤)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),sorgen der menschen,advocative,people-centrism,regex,very rare terms,aÃ¤ngstedesreinesrunseresrÃ¶sterreichererserinnenerinischerischen,TRUE,FALSE,2,(a|Ã¤)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) Ã¶sterreich(er|ers|erinnen|erin|ischer|ischen),(fear(s)? (of our|our) Austrians)
219,,angeblich(e|er|en|em)? (.* )?journalist(en|in|innen)?,pseudo-eliten,conflictive,anti-elitism,regex,very rare terms,angeblicheerenemjournalistenininnen,TRUE,FALSE,2,angeblich(e|er|en|em)? (.* )?journalist(en|in|innen)?,alleged(s)? (.* )?journalist(s)?
220,,(.*)arbeitend(e|er|es|en|em) deutsche(n|r|s|m)?,arbeitende menschen,advocative,people-centrism,regex,very rare terms,arbeitendeeresenemdeutschenrsm,TRUE,FALSE,3,(.*)arbeitend(e|er|es|en|em) deutsche(n|r|s|m)?,(.*)working German?
221,,(.*)arbeitend(e|er|es|en|em) Ã¶sterreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem),arbeitende menschen,advocative,people-centrism,regex,very rare terms,arbeitendeeresenemÃ¶sterreicherersernerinnenerinischeischerischesischenischem,TRUE,FALSE,3,(.*)arbeitend(e|er|es|en|em) Ã¶sterreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem),(.*)working Austrians
222,,(.*)arbeitend(e|er|es|en|em) schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,arbeitende menschen,advocative,people-centrism,regex,very rare terms,arbeitendeeresenemschweizersninneninischeischerischesischenischem,TRUE,FALSE,1,(.*)arbeitend(e|er|es|en|em) schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,(.*)working Swiss?
223,,auf kosten de(s|r) schweizer(s|innen|in|ischer|ischen)?,auf kosten der menschen,conflictive,anti-elitism,regex,very rare terms,aufkostendesrschweizersinneninischerischen,TRUE,FALSE,3,auf kosten de(s|r) schweizer(s|innen|in|ischer|ischen)?,at the expense of the Swiss?
224,,durchschnitts(-)?Ã¶sterreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem),normale menschen,advocative,people-centrism,regex,very rare terms,durchschnittsÃ¶sterreicherersernerinnenerinischeischerischesischenischem,FALSE,FALSE,2,durchschnitts(-)?Ã¶sterreich(er|ers|ern|erinnen|erin|ische|ischer|isches|ischen|ischem),average(-)?Austria(he|her|her|her|her|her|her|her|her|her|her|her)
225,,(grund)?vernÃ¼nftig(e|er|en) leute(n)?,common sense,advocative,people-centrism,regex,very rare terms,grundvernÃ¼nftigeerenleuten,TRUE,FALSE,2,(grund)?vernÃ¼nftig(e|er|en) leute(n)?,(reason)?sensible people?
226,,hochnÃ¤sig(e|er|es|en|em)?,"abgehobene, dreiste eliten",conflictive,anti-elitism,regex,very rare terms,hochnÃ¤sigeeresenem,FALSE,FALSE,1,hochnÃ¤sig(e|er|es|en|em)?,snooty?
227,,lakai(e|en)?,zzz_none,conflictive,anti-elitism,regex,very rare terms,lakaieen,FALSE,FALSE,3,lakai(e|en)?,lackey(s)?
228,,(.*)partei(en)?(-)?diktatur,zzz_none,conflictive,sovereignty,regex,very rare terms,parteiendiktatur,FALSE,FALSE,2,(.*)partei(en)?(-)?diktatur,(.*)party(s)?(-)?dictatorship
229,,politische(s|n|m)? theater(.*),zzz_none,conflictive,anti-elitism,regex,very rare terms,politischesnmtheater,TRUE,FALSE,2,politische(s|n|m)? theater(.*),political(s|n|m)? theater(.*)
230,,polit(-)?theater(.*),zzz_none,conflictive,anti-elitism,regex,very rare terms,polittheater,FALSE,FALSE,3,polit(-)?theater(.*),polit(-)?theater(.*)
231,,(a|Ã¤)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) schweizer(s|innen|in|ischer|ischen)?,sorgen der menschen,advocative,people-centrism,regex,never appeared term,aÃ¤ngstedesreinesrunseresrschweizersinneninischerischen,TRUE,FALSE,0,(a|Ã¤)ngst(e)? (de(s|r)|eine(s|r)|unsere(s|r)) schweizer(s|innen|in|ischer|ischen)?,(fear(s)? (of the Swiss)?
232,,(aus)?verkauf(t|en) ([^[:space:]]*)partei(en)?,verabscheuenswerte eliten,conflictive,anti-elitism,regex,never appeared term,ausverkauften[^[:space:]]parteien,TRUE,FALSE,0,(aus)?verkauf(t|en) ([^[:space:]]*)partei(en)?,(from)?sold(s) ([^[:space:]]*)party(s)?
233,,durchschnittlich(e|er|en|em) bÃ¼rger(s|n|innen|in)?,normale menschen,advocative,people-centrism,regex,never appeared term,durchschnittlicheerenembÃ¼rgersninnenin,TRUE,FALSE,0,durchschnittlich(e|er|en|em) bÃ¼rger(s|n|innen|in)?,average citizen(s)?
234,,durchschnittlich(e|er|es|en|em) schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,normale menschen,advocative,people-centrism,regex,never appeared term,durchschnittlicheeresenemschweizersninneninischeischerischesischenischem,TRUE,FALSE,0,durchschnittlich(e|er|es|en|em) schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,average Swiss person?
235,,durchschnitts(-)?schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,normale menschen,advocative,people-centrism,regex,never appeared term,durchschnittsschweizersninneninischeischerischesischenischem,FALSE,FALSE,0,durchschnitts(-)?schweizer(s|n|innen|in|ische|ischer|isches|ischen|ischem)?,average(-)?Swiss(s|n|innen|in|ische|ischer|isches|ischen|ischem)?
236,,redlich(e|er|en|em) bÃ¼rger(s|n|innen|in)?,ehrliche menschen,advocative,people-centrism,regex,never appeared term,redlicheerenembÃ¼rgersninnenin,TRUE,FALSE,0,redlich(e|er|en|em) bÃ¼rger(s|n|innen|in)?,honest citizen(s)?
237,,schmierfink(.*),zzz_none,conflictive,anti-elitism,regex,never appeared term,schmierfink,FALSE,FALSE,0,schmierfink(.*),smear(.*)
238,,zu( )?lasten de(s|r) schweizer(s|innen|in|ischer|ischen)?,auf kosten der menschen,conflictive,anti-elitism,regex,never appeared term,zulastendesrschweizersinneninischerischen,TRUE,FALSE,0,zu( )?lasten de(s|r) schweizer(s|innen|in|ischer|ischen)?,at the expense of the Swiss?
